Year,Code,award,egg_index,entrance_age_index,life_exp_primary_edu_index,meat_index,milk_index,calory_index,primary_edu_duration_index,protein_index
2004,ROU,Gold medal,14.06,3,2.857889891,53.26,241.83,3354,4,106.61
2004,ROU,Silver medal,14.06,3,2.857889891,53.26,241.83,3354,4,106.61
2004,ROU,Silver medal,14.06,3,2.857889891,53.26,241.83,3354,4,106.61
2004,ROU,Silver medal,14.06,3,2.857889891,53.26,241.83,3354,4,106.61
2004,ROU,Silver medal,14.06,3,2.857889891,53.26,241.83,3354,4,106.61
2004,ROU,Bronze medal,14.06,3,2.857889891,53.26,241.83,3354,4,106.61
2005,ROU,Gold medal,14.07,3,2.90737009,62.48,243.44,3396,4,108.59
2005,ROU,Gold medal,14.07,3,2.90737009,62.48,243.44,3396,4,108.59
2005,ROU,Gold medal,14.07,3,2.90737009,62.48,243.44,3396,4,108.59
2005,ROU,Gold medal,14.07,3,2.90737009,62.48,243.44,3396,4,108.59
2005,ROU,Silver medal,14.07,3,2.90737009,62.48,243.44,3396,4,108.59
2005,ROU,Bronze medal,14.07,3,2.90737009,62.48,243.44,3396,4,108.59
2006,ROU,Gold medal,14.52,3,2.956530094,61.58,256.66,3430,4,108.92
2006,ROU,Gold medal,14.52,3,2.956530094,61.58,256.66,3430,4,108.92
2006,ROU,Gold medal,14.52,3,2.956530094,61.58,256.66,3430,4,108.92
2006,ROU,Silver medal,14.52,3,2.956530094,61.58,256.66,3430,4,108.92
2006,ROU,Bronze medal,14.52,3,2.956530094,61.58,256.66,3430,4,108.92
2006,ROU,Bronze medal,14.52,3,2.956530094,61.58,256.66,3430,4,108.92
2007,ROU,Gold medal,14.07,3,2.983069897,61.59,271.8,3375,4,108.71
2007,ROU,Silver medal,14.07,3,2.983069897,61.59,271.8,3375,4,108.71
2007,ROU,Silver medal,14.07,3,2.983069897,61.59,271.8,3375,4,108.71
2007,ROU,Silver medal,14.07,3,2.983069897,61.59,271.8,3375,4,108.71
2007,ROU,Silver medal,14.07,3,2.983069897,61.59,271.8,3375,4,108.71
2007,ROU,Bronze medal,14.07,3,2.983069897,61.59,271.8,3375,4,108.71
2008,ROU,Silver medal,14.01,3,3.031539917,61.67,276.2,3402,4,110.58
2008,ROU,Silver medal,14.01,3,3.031539917,61.67,276.2,3402,4,110.58
2008,ROU,Silver medal,14.01,3,3.031539917,61.67,276.2,3402,4,110.58
2008,ROU,Silver medal,14.01,3,3.031539917,61.67,276.2,3402,4,110.58
2008,ROU,Bronze medal,14.01,3,3.031539917,61.67,276.2,3402,4,110.58
2008,ROU,Bronze medal,14.01,3,3.031539917,61.67,276.2,3402,4,110.58
2009,ROU,Gold medal,12.97,3,3.090739965,65.56,255.81,3379,4,109.1
2009,ROU,Gold medal,12.97,3,3.090739965,65.56,255.81,3379,4,109.1
2009,ROU,Silver medal,12.97,3,3.090739965,65.56,255.81,3379,4,109.1
2009,ROU,Silver medal,12.97,3,3.090739965,65.56,255.81,3379,4,109.1
2009,ROU,Bronze medal,12.97,3,3.090739965,65.56,255.81,3379,4,109.1
2009,ROU,Bronze medal,12.97,3,3.090739965,65.56,255.81,3379,4,109.1
2010,ROU,Gold medal,12.5,3,3.168400049,57.75,234.4,3325,4,104.68
2010,ROU,Gold medal,12.5,3,3.168400049,57.75,234.4,3325,4,104.68
2010,ROU,Silver medal,12.5,3,3.168400049,57.75,234.4,3325,4,104.68
2010,ROU,Bronze medal,12.5,3,3.168400049,57.75,234.4,3325,4,104.68
2010,ROU,Bronze medal,12.5,3,3.168400049,57.75,234.4,3325,4,104.68
2010,ROU,Honourable mention,12.5,3,3.168400049,57.75,234.4,3325,4,104.68
2011,ROU,Gold medal,13.03,3,3.217859983,53.39,243.85,3339,4,104.44
2011,ROU,Silver medal,13.03,3,3.217859983,53.39,243.85,3339,4,104.44
2011,ROU,Silver medal,13.03,3,3.217859983,53.39,243.85,3339,4,104.44
2011,ROU,Silver medal,13.03,3,3.217859983,53.39,243.85,3339,4,104.44
2011,ROU,Silver medal,13.03,3,3.217859983,53.39,243.85,3339,4,104.44
2011,ROU,Silver medal,13.03,3,3.217859983,53.39,243.85,3339,4,104.44
2012,ROU,Gold medal,12.59,3,3.217459917,53.43,236.39,3341,4,103.52
2012,ROU,Gold medal,12.59,3,3.217459917,53.43,236.39,3341,4,103.52
2012,ROU,Silver medal,12.59,3,3.217459917,53.43,236.39,3341,4,103.52
2012,ROU,Silver medal,12.59,3,3.217459917,53.43,236.39,3341,4,103.52
2012,ROU,Silver medal,12.59,3,3.217459917,53.43,236.39,3341,4,103.52
2012,ROU,Bronze medal,12.59,3,3.217459917,53.43,236.39,3341,4,103.52
2013,ROU,Silver medal,12.94,3,2.768460035,49.4,238.33,3358,3,103.02
2013,ROU,Silver medal,12.94,3,2.768460035,49.4,238.33,3358,3,103.02
2013,ROU,Silver medal,12.94,3,2.768460035,49.4,238.33,3358,3,103.02
2013,ROU,Bronze medal,12.94,3,2.768460035,49.4,238.33,3358,3,103.02
2013,ROU,Bronze medal,12.94,3,2.768460035,49.4,238.33,3358,3,103.02
2013,ROU,Bronze medal,12.94,3,2.768460035,49.4,238.33,3358,3,103.02
2014,ROU,Gold medal,14.33,3,2.712549925,56.57066666666667,243.28,3154.5333333333333,3,98.198
2014,ROU,Silver medal,14.33,3,2.712549925,56.57066666666667,243.28,3154.5333333333333,3,98.198
2014,ROU,Silver medal,14.33,3,2.712549925,56.57066666666667,243.28,3154.5333333333333,3,98.198
2014,ROU,Silver medal,14.33,3,2.712549925,56.57066666666667,243.28,3154.5333333333333,3,98.198
2014,ROU,Silver medal,14.33,3,2.712549925,56.57066666666667,243.28,3154.5333333333333,3,98.198
2014,ROU,Silver medal,14.33,3,2.712549925,56.57066666666667,243.28,3154.5333333333333,3,98.198
2015,ROU,Gold medal,14.1,3,2.578441927516129,56.57066666666667,244.62,3154.5333333333333,3,98.198
2015,ROU,Silver medal,14.1,3,2.578441927516129,56.57066666666667,244.62,3154.5333333333333,3,98.198
2015,ROU,Silver medal,14.1,3,2.578441927516129,56.57066666666667,244.62,3154.5333333333333,3,98.198
2015,ROU,Silver medal,14.1,3,2.578441927516129,56.57066666666667,244.62,3154.5333333333333,3,98.198
2015,ROU,Silver medal,14.1,3,2.578441927516129,56.57066666666667,244.62,3154.5333333333333,3,98.198
2015,ROU,Bronze medal,14.1,3,2.578441927516129,56.57066666666667,244.62,3154.5333333333333,3,98.198
2016,ROU,Silver medal,13.95,3,2.578441927516129,56.57066666666667,247.09,3154.5333333333333,4,98.198
2016,ROU,Silver medal,13.95,3,2.578441927516129,56.57066666666667,247.09,3154.5333333333333,4,98.198
2016,ROU,Silver medal,13.95,3,2.578441927516129,56.57066666666667,247.09,3154.5333333333333,4,98.198
2016,ROU,Silver medal,13.95,3,2.578441927516129,56.57066666666667,247.09,3154.5333333333333,4,98.198
2016,ROU,Silver medal,13.95,3,2.578441927516129,56.57066666666667,247.09,3154.5333333333333,4,98.198
2016,ROU,Bronze medal,13.95,3,2.578441927516129,56.57066666666667,247.09,3154.5333333333333,4,98.198
2017,ROU,Silver medal,14.35,3,2.578441927516129,56.57066666666667,238.92,3154.5333333333333,3.909090909090909,98.198
2017,ROU,Silver medal,14.35,3,2.578441927516129,56.57066666666667,238.92,3154.5333333333333,3.909090909090909,98.198
2017,ROU,Silver medal,14.35,3,2.578441927516129,56.57066666666667,238.92,3154.5333333333333,3.909090909090909,98.198
2017,ROU,Bronze medal,14.35,3,2.578441927516129,56.57066666666667,238.92,3154.5333333333333,3.909090909090909,98.198
2017,ROU,Bronze medal,14.35,3,2.578441927516129,56.57066666666667,238.92,3154.5333333333333,3.909090909090909,98.198
2017,ROU,Honourable mention,14.35,3,2.578441927516129,56.57066666666667,238.92,3154.5333333333333,3.909090909090909,98.198
1984,USA,Gold medal,14.69,3,1.689139962,108.76,246.75,3275,3,101.77
1984,USA,Silver medal,14.69,3,1.689139962,108.76,246.75,3275,3,101.77
1984,USA,Silver medal,14.69,3,1.689139962,108.76,246.75,3275,3,101.77
1984,USA,Silver medal,14.69,3,1.689139962,108.76,246.75,3275,3,101.77
1984,USA,Silver medal,14.69,3,1.689139962,108.76,246.75,3275,3,101.77
1984,USA,Bronze medal,14.69,3,1.689139962,108.76,246.75,3275,3,101.77
1985,USA,Gold medal,14.53,3,1.708580017,110.34,255.81,3380,3,105.31
1985,USA,Gold medal,14.53,3,1.708580017,110.34,255.81,3380,3,105.31
1985,USA,Silver medal,14.53,3,1.708580017,110.34,255.81,3380,3,105.31
1985,USA,Silver medal,14.53,3,1.708580017,110.34,255.81,3380,3,105.31
1985,USA,Silver medal,14.53,3,1.708580017,110.34,255.81,3380,3,105.31
1985,USA,Silver medal,14.53,3,1.708580017,110.34,255.81,3380,3,105.31
1986,USA,Gold medal,14.41,3,1.823699951,110.59,257.19,3352,3,104.57
1986,USA,Gold medal,14.41,3,1.823699951,110.59,257.19,3352,3,104.57
1986,USA,Gold medal,14.41,3,1.823699951,110.59,257.19,3352,3,104.57
1986,USA,Silver medal,14.41,3,1.823699951,110.59,257.19,3352,3,104.57
1986,USA,Silver medal,14.41,3,1.823699951,110.59,257.19,3352,3,104.57
1986,USA,Silver medal,14.41,3,1.823699951,110.59,257.19,3352,3,104.57
1987,USA,Gold medal,14.4,3,1.848569989,111.3,262.57,3450,3,107.18
1987,USA,Gold medal,14.4,3,1.848569989,111.3,262.57,3450,3,107.18
1987,USA,Silver medal,14.4,3,1.848569989,111.3,262.57,3450,3,107.18
1987,USA,Silver medal,14.4,3,1.848569989,111.3,262.57,3450,3,107.18
1987,USA,Silver medal,14.4,3,1.848569989,111.3,262.57,3450,3,107.18
1987,USA,Bronze medal,14.4,3,1.848569989,111.3,262.57,3450,3,107.18
1988,USA,Silver medal,13.97,3,1.839110017,113.91,254.19,3458,3,107.11
1988,USA,Silver medal,13.97,3,1.839110017,113.91,254.19,3458,3,107.11
1988,USA,Silver medal,13.97,3,1.839110017,113.91,254.19,3458,3,107.11
1988,USA,Silver medal,13.97,3,1.839110017,113.91,254.19,3458,3,107.11
1988,USA,Silver medal,13.97,3,1.839110017,113.91,254.19,3458,3,107.11
1988,USA,Bronze medal,13.97,3,1.839110017,113.91,254.19,3458,3,107.11
1989,USA,Gold medal,13.6,3,1.805609941,112.75,251.07,3433,3,106.86
1989,USA,Silver medal,13.6,3,1.805609941,112.75,251.07,3433,3,106.86
1989,USA,Silver medal,13.6,3,1.805609941,112.75,251.07,3433,3,106.86
1989,USA,Silver medal,13.6,3,1.805609941,112.75,251.07,3433,3,106.86
1989,USA,Silver medal,13.6,3,1.805609941,112.75,251.07,3433,3,106.86
1989,USA,Bronze medal,13.6,3,1.805609941,112.75,251.07,3433,3,106.86
1990,USA,Gold medal,13.43,3,1.825559974,112.69,256.7,3493,3,107.86
1990,USA,Gold medal,13.43,3,1.825559974,112.69,256.7,3493,3,107.86
1990,USA,Silver medal,13.43,3,1.825559974,112.69,256.7,3493,3,107.86
1990,USA,Silver medal,13.43,3,1.825559974,112.69,256.7,3493,3,107.86
1990,USA,Silver medal,13.43,3,1.825559974,112.69,256.7,3493,3,107.86
1990,USA,NA,13.43,3,1.825559974,112.69,256.7,3493,3,107.86
1991,USA,Gold medal,13.37,3,1.955229998,114.27,256.72,3522,3,109.48
1991,USA,Silver medal,13.37,3,1.955229998,114.27,256.72,3522,3,109.48
1991,USA,Silver medal,13.37,3,1.955229998,114.27,256.72,3522,3,109.48
1991,USA,Silver medal,13.37,3,1.955229998,114.27,256.72,3522,3,109.48
1991,USA,Silver medal,13.37,3,1.955229998,114.27,256.72,3522,3,109.48
1991,USA,Bronze medal,13.37,3,1.955229998,114.27,256.72,3522,3,109.48
1992,USA,Gold medal,13.43,3,1.9301600102592593,117.41,260.5,3559,3,109.99
1992,USA,Gold medal,13.43,3,1.9301600102592593,117.41,260.5,3559,3,109.99
1992,USA,Gold medal,13.43,3,1.9301600102592593,117.41,260.5,3559,3,109.99
1992,USA,Silver medal,13.43,3,1.9301600102592593,117.41,260.5,3559,3,109.99
1992,USA,Silver medal,13.43,3,1.9301600102592593,117.41,260.5,3559,3,109.99
1992,USA,Silver medal,13.43,3,1.9301600102592593,117.41,260.5,3559,3,109.99
1993,USA,Gold medal,13.44,3,1.9301600102592593,116.48,255.51,3605,3,110.46
1993,USA,Gold medal,13.44,3,1.9301600102592593,116.48,255.51,3605,3,110.46
1993,USA,Silver medal,13.44,3,1.9301600102592593,116.48,255.51,3605,3,110.46
1993,USA,Silver medal,13.44,3,1.9301600102592593,116.48,255.51,3605,3,110.46
1993,USA,Bronze medal,13.44,3,1.9301600102592593,116.48,255.51,3605,3,110.46
1993,USA,Bronze medal,13.44,3,1.9301600102592593,116.48,255.51,3605,3,110.46
1994,USA,Gold medal,13.58,3,1.9301600102592593,119,259.02,3665,3,113.15
1994,USA,Gold medal,13.58,3,1.9301600102592593,119,259.02,3665,3,113.15
1994,USA,Gold medal,13.58,3,1.9301600102592593,119,259.02,3665,3,113.15
1994,USA,Gold medal,13.58,3,1.9301600102592593,119,259.02,3665,3,113.15
1994,USA,Gold medal,13.58,3,1.9301600102592593,119,259.02,3665,3,113.15
1994,USA,Gold medal,13.58,3,1.9301600102592593,119,259.02,3665,3,113.15
1995,USA,Silver medal,13.42,3,2.137589931,118.13,259.95,3580,3,111.67
1995,USA,Silver medal,13.42,3,2.137589931,118.13,259.95,3580,3,111.67
1995,USA,Silver medal,13.42,3,2.137589931,118.13,259.95,3580,3,111.67
1995,USA,Bronze medal,13.42,3,2.137589931,118.13,259.95,3580,3,111.67
1995,USA,Bronze medal,13.42,3,2.137589931,118.13,259.95,3580,3,111.67
1995,USA,Bronze medal,13.42,3,2.137589931,118.13,259.95,3580,3,111.67
1996,USA,Gold medal,13.52,3,2.190190077,117.85,254.95,3587,3,111.7
1996,USA,Gold medal,13.52,3,2.190190077,117.85,254.95,3587,3,111.7
1996,USA,Gold medal,13.52,3,2.190190077,117.85,254.95,3587,3,111.7
1996,USA,Gold medal,13.52,3,2.190190077,117.85,254.95,3587,3,111.7
1996,USA,Silver medal,13.52,3,2.190190077,117.85,254.95,3587,3,111.7
1996,USA,Silver medal,13.52,3,2.190190077,117.85,254.95,3587,3,111.7
1997,USA,Gold medal,13.64,3,1.9301600102592593,116.88,252.71,3648,3,112.28
1997,USA,Gold medal,13.64,3,1.9301600102592593,116.88,252.71,3648,3,112.28
1997,USA,Silver medal,13.64,3,1.9301600102592593,116.88,252.71,3648,3,112.28
1997,USA,Silver medal,13.64,3,1.9301600102592593,116.88,252.71,3648,3,112.28
1997,USA,Silver medal,13.64,3,1.9301600102592593,116.88,252.71,3648,3,112.28
1997,USA,Silver medal,13.64,3,1.9301600102592593,116.88,252.71,3648,3,112.28
1998,USA,Gold medal,13.9,3,1.791260004,120.4,251.81,3658,3,112.91
1998,USA,Gold medal,13.9,3,1.791260004,120.4,251.81,3658,3,112.91
1998,USA,Gold medal,13.9,3,1.791260004,120.4,251.81,3658,3,112.91
1998,USA,Silver medal,13.9,3,1.791260004,120.4,251.81,3658,3,112.91
1998,USA,Silver medal,13.9,3,1.791260004,120.4,251.81,3658,3,112.91
1998,USA,Silver medal,13.9,3,1.791260004,120.4,251.81,3658,3,112.91
1999,USA,Gold medal,14.39,3,1.796040058,123.81,254.27,3673,3,114.8
1999,USA,Gold medal,14.39,3,1.796040058,123.81,254.27,3673,3,114.8
1999,USA,Silver medal,14.39,3,1.796040058,123.81,254.27,3673,3,114.8
1999,USA,Silver medal,14.39,3,1.796040058,123.81,254.27,3673,3,114.8
1999,USA,Silver medal,14.39,3,1.796040058,123.81,254.27,3673,3,114.8
1999,USA,Bronze medal,14.39,3,1.796040058,123.81,254.27,3673,3,114.8
2000,USA,Gold medal,14.49,3,1.776309967,121.68,256.9,3755,3,114.29
2000,USA,Gold medal,14.49,3,1.776309967,121.68,256.9,3755,3,114.29
2000,USA,Gold medal,14.49,3,1.776309967,121.68,256.9,3755,3,114.29
2000,USA,Silver medal,14.49,3,1.776309967,121.68,256.9,3755,3,114.29
2000,USA,Silver medal,14.49,3,1.776309967,121.68,256.9,3755,3,114.29
2000,USA,Silver medal,14.49,3,1.776309967,121.68,256.9,3755,3,114.29
2001,USA,Gold medal,14.62,3,1.888180017,120.78,259.98,3707,3,112.78
2001,USA,Gold medal,14.62,3,1.888180017,120.78,259.98,3707,3,112.78
2001,USA,Gold medal,14.62,3,1.888180017,120.78,259.98,3707,3,112.78
2001,USA,Gold medal,14.62,3,1.888180017,120.78,259.98,3707,3,112.78
2001,USA,Silver medal,14.62,3,1.888180017,120.78,259.98,3707,3,112.78
2001,USA,Silver medal,14.62,3,1.888180017,120.78,259.98,3707,3,112.78
2002,USA,Gold medal,14.75,3,1.941290021,124.39,262.97,3783,3,114.37
2002,USA,Gold medal,14.75,3,1.941290021,124.39,262.97,3783,3,114.37
2002,USA,Gold medal,14.75,3,1.941290021,124.39,262.97,3783,3,114.37
2002,USA,Gold medal,14.75,3,1.941290021,124.39,262.97,3783,3,114.37
2002,USA,Silver medal,14.75,3,1.941290021,124.39,262.97,3783,3,114.37
2002,USA,Honourable mention,14.75,3,1.941290021,124.39,262.97,3783,3,114.37
2003,USA,Gold medal,14.69,3,1.861240029,123.17,260.93,3777,3,114.56
2003,USA,Gold medal,14.69,3,1.861240029,123.17,260.93,3777,3,114.56
2003,USA,Gold medal,14.69,3,1.861240029,123.17,260.93,3777,3,114.56
2003,USA,Gold medal,14.69,3,1.861240029,123.17,260.93,3777,3,114.56
2003,USA,Silver medal,14.69,3,1.861240029,123.17,260.93,3777,3,114.56
2003,USA,Silver medal,14.69,3,1.861240029,123.17,260.93,3777,3,114.56
2004,USA,Gold medal,14.81,3,1.938269973,125.76,257.23,3809,3,115.48
2004,USA,Gold medal,14.81,3,1.938269973,125.76,257.23,3809,3,115.48
2004,USA,Gold medal,14.81,3,1.938269973,125.76,257.23,3809,3,115.48
2004,USA,Gold medal,14.81,3,1.938269973,125.76,257.23,3809,3,115.48
2004,USA,Gold medal,14.81,3,1.938269973,125.76,257.23,3809,3,115.48
2004,USA,Silver medal,14.81,3,1.938269973,125.76,257.23,3809,3,115.48
2005,USA,Gold medal,14.72,3,1.926949978,125.3,257.87,3828,3,115.09
2005,USA,Gold medal,14.72,3,1.926949978,125.3,257.87,3828,3,115.09
2005,USA,Gold medal,14.72,3,1.926949978,125.3,257.87,3828,3,115.09
2005,USA,Gold medal,14.72,3,1.926949978,125.3,257.87,3828,3,115.09
2005,USA,Silver medal,14.72,3,1.926949978,125.3,257.87,3828,3,115.09
2005,USA,Silver medal,14.72,3,1.926949978,125.3,257.87,3828,3,115.09
2006,USA,Gold medal,14.66,3,1.920609951,125.53,253.63,3783,3,114.58
2006,USA,Gold medal,14.66,3,1.920609951,125.53,253.63,3783,3,114.58
2006,USA,Silver medal,14.66,3,1.920609951,125.53,253.63,3783,3,114.58
2006,USA,Silver medal,14.66,3,1.920609951,125.53,253.63,3783,3,114.58
2006,USA,Silver medal,14.66,3,1.920609951,125.53,253.63,3783,3,114.58
2006,USA,Silver medal,14.66,3,1.920609951,125.53,253.63,3783,3,114.58
2007,USA,Gold medal,14.23,3,1.929069996,125.47,257.91,3757,3,114.85
2007,USA,Gold medal,14.23,3,1.929069996,125.47,257.91,3757,3,114.85
2007,USA,Silver medal,14.23,3,1.929069996,125.47,257.91,3757,3,114.85
2007,USA,Silver medal,14.23,3,1.929069996,125.47,257.91,3757,3,114.85
2007,USA,Silver medal,14.23,3,1.929069996,125.47,257.91,3757,3,114.85
2007,USA,Bronze medal,14.23,3,1.929069996,125.47,257.91,3757,3,114.85
2008,USA,Gold medal,13.98,3,1.808580041,122.61,253.39,3700,3,112.89
2008,USA,Gold medal,13.98,3,1.808580041,122.61,253.39,3700,3,112.89
2008,USA,Gold medal,13.98,3,1.808580041,122.61,253.39,3700,3,112.89
2008,USA,Gold medal,13.98,3,1.808580041,122.61,253.39,3700,3,112.89
2008,USA,Silver medal,13.98,3,1.808580041,122.61,253.39,3700,3,112.89
2008,USA,Silver medal,13.98,3,1.808580041,122.61,253.39,3700,3,112.89
2009,USA,Gold medal,13.97,3,1.777760029,118.7,256.7,3645,3,110.9
2009,USA,Gold medal,13.97,3,1.777760029,118.7,256.7,3645,3,110.9
2009,USA,Silver medal,13.97,3,1.777760029,118.7,256.7,3645,3,110.9
2009,USA,Silver medal,13.97,3,1.777760029,118.7,256.7,3645,3,110.9
2009,USA,Silver medal,13.97,3,1.777760029,118.7,256.7,3645,3,110.9
2009,USA,Silver medal,13.97,3,1.777760029,118.7,256.7,3645,3,110.9
2010,USA,Gold medal,14.02,3,2.179490089,118.82,251.71,3650,3,110.63
2010,USA,Gold medal,14.02,3,2.179490089,118.82,251.71,3650,3,110.63
2010,USA,Gold medal,14.02,3,2.179490089,118.82,251.71,3650,3,110.63
2010,USA,Silver medal,14.02,3,2.179490089,118.82,251.71,3650,3,110.63
2010,USA,Silver medal,14.02,3,2.179490089,118.82,251.71,3650,3,110.63
2010,USA,Silver medal,14.02,3,2.179490089,118.82,251.71,3650,3,110.63
2011,USA,Gold medal,13.96,3,2.224550009,116.29,250.07,3649,3,108.62
2011,USA,Gold medal,13.96,3,2.224550009,116.29,250.07,3649,3,108.62
2011,USA,Gold medal,13.96,3,2.224550009,116.29,250.07,3649,3,108.62
2011,USA,Gold medal,13.96,3,2.224550009,116.29,250.07,3649,3,108.62
2011,USA,Gold medal,13.96,3,2.224550009,116.29,250.07,3649,3,108.62
2011,USA,Gold medal,13.96,3,2.224550009,116.29,250.07,3649,3,108.62
2012,USA,Gold medal,14.24,3,2.252870083,114.91,256.02,3687,3,109.68
2012,USA,Gold medal,14.24,3,2.252870083,114.91,256.02,3687,3,109.68
2012,USA,Gold medal,14.24,3,2.252870083,114.91,256.02,3687,3,109.68
2012,USA,Gold medal,14.24,3,2.252870083,114.91,256.02,3687,3,109.68
2012,USA,Gold medal,14.24,3,2.252870083,114.91,256.02,3687,3,109.68
2012,USA,Silver medal,14.24,3,2.252870083,114.91,256.02,3687,3,109.68
2013,USA,Gold medal,14.58,3,2.136650085,115.13,254.69,3682,3,109.6
2013,USA,Gold medal,14.58,3,2.136650085,115.13,254.69,3682,3,109.6
2013,USA,Gold medal,14.58,3,2.136650085,115.13,254.69,3682,3,109.6
2013,USA,Gold medal,14.58,3,2.136650085,115.13,254.69,3682,3,109.6
2013,USA,Silver medal,14.58,3,2.136650085,115.13,254.69,3682,3,109.6
2013,USA,Silver medal,14.58,3,2.136650085,115.13,254.69,3682,3,109.6
2014,USA,Gold medal,14.9,3,2.14192009,118.10366666666667,250.15,3618.3333333333335,3,110.84733333333334
2014,USA,Gold medal,14.9,3,2.14192009,118.10366666666667,250.15,3618.3333333333335,3,110.84733333333334
2014,USA,Gold medal,14.9,3,2.14192009,118.10366666666667,250.15,3618.3333333333335,3,110.84733333333334
2014,USA,Gold medal,14.9,3,2.14192009,118.10366666666667,250.15,3618.3333333333335,3,110.84733333333334
2014,USA,Gold medal,14.9,3,2.14192009,118.10366666666667,250.15,3618.3333333333335,3,110.84733333333334
2014,USA,Silver medal,14.9,3,2.14192009,118.10366666666667,250.15,3618.3333333333335,3,110.84733333333334
2015,USA,Gold medal,14.6,3,1.9301600102592593,118.10366666666667,253.4,3618.3333333333335,3,110.84733333333334
2015,USA,Gold medal,14.6,3,1.9301600102592593,118.10366666666667,253.4,3618.3333333333335,3,110.84733333333334
2015,USA,Gold medal,14.6,3,1.9301600102592593,118.10366666666667,253.4,3618.3333333333335,3,110.84733333333334
2015,USA,Gold medal,14.6,3,1.9301600102592593,118.10366666666667,253.4,3618.3333333333335,3,110.84733333333334
2015,USA,Gold medal,14.6,3,1.9301600102592593,118.10366666666667,253.4,3618.3333333333335,3,110.84733333333334
2015,USA,Silver medal,14.6,3,1.9301600102592593,118.10366666666667,253.4,3618.3333333333335,3,110.84733333333334
2016,USA,Gold medal,15.11,3,1.9301600102592593,118.10366666666667,253.77,3618.3333333333335,3,110.84733333333334
2016,USA,Gold medal,15.11,3,1.9301600102592593,118.10366666666667,253.77,3618.3333333333335,3,110.84733333333334
2016,USA,Gold medal,15.11,3,1.9301600102592593,118.10366666666667,253.77,3618.3333333333335,3,110.84733333333334
2016,USA,Gold medal,15.11,3,1.9301600102592593,118.10366666666667,253.77,3618.3333333333335,3,110.84733333333334
2016,USA,Gold medal,15.11,3,1.9301600102592593,118.10366666666667,253.77,3618.3333333333335,3,110.84733333333334
2016,USA,Gold medal,15.11,3,1.9301600102592593,118.10366666666667,253.77,3618.3333333333335,3,110.84733333333334
2017,USA,Gold medal,15.57,3,1.9301600102592593,118.10366666666667,254.87,3618.3333333333335,3,110.84733333333334
2017,USA,Gold medal,15.57,3,1.9301600102592593,118.10366666666667,254.87,3618.3333333333335,3,110.84733333333334
2017,USA,Gold medal,15.57,3,1.9301600102592593,118.10366666666667,254.87,3618.3333333333335,3,110.84733333333334
2017,USA,Silver medal,15.57,3,1.9301600102592593,118.10366666666667,254.87,3618.3333333333335,3,110.84733333333334
2017,USA,Silver medal,15.57,3,1.9301600102592593,118.10366666666667,254.87,3618.3333333333335,3,110.84733333333334
2017,USA,Silver medal,15.57,3,1.9301600102592593,118.10366666666667,254.87,3618.3333333333335,3,110.84733333333334
1984,VNM,Gold medal,1.01,3,1.4457713385,13.7,1.14,2034,3,46.85
1984,VNM,Silver medal,1.01,3,1.4457713385,13.7,1.14,2034,3,46.85
1984,VNM,Silver medal,1.01,3,1.4457713385,13.7,1.14,2034,3,46.85
1984,VNM,Bronze medal,1.01,3,1.4457713385,13.7,1.14,2034,3,46.85
1984,VNM,Bronze medal,1.01,3,1.4457713385,13.7,1.14,2034,3,46.85
1984,VNM,Bronze medal,1.01,3,1.4457713385,13.7,1.14,2034,3,46.85
1985,VNM,Gold medal,1.03,3,1.004940033,13.81,1.12,2013,3,45.87
1985,VNM,Silver medal,1.03,3,1.004940033,13.81,1.12,2013,3,45.87
1985,VNM,Silver medal,1.03,3,1.004940033,13.81,1.12,2013,3,45.87
1985,VNM,Silver medal,1.03,3,1.004940033,13.81,1.12,2013,3,45.87
1985,VNM,Bronze medal,1.03,3,1.004940033,13.81,1.12,2013,3,45.87
1985,VNM,NA,1.03,3,1.004940033,13.81,1.12,2013,3,45.87
1986,VNM,Gold medal,1.2,3,1.033249974,14.26,1.41,2065,3,47.56
