Year,Code,award,egg_index,entrance_age_index,life_exp_primary_edu_index,meat_index,milk_index,calory_index,primary_edu_duration_index,protein_index
2006,BEL,Honourable mention,13.35,3,3.603559971,78.4,234.51,3716,3,100.12
2006,BEL,NA,13.35,3,3.603559971,78.4,234.51,3716,3,100.12
2007,BEL,Bronze medal,12.95,3,3.559639931,82.93,231.58,3713,3,101.18
2007,BEL,Bronze medal,12.95,3,3.559639931,82.93,231.58,3713,3,101.18
2007,BEL,Bronze medal,12.95,3,3.559639931,82.93,231.58,3713,3,101.18
2007,BEL,Honourable mention,12.95,3,3.559639931,82.93,231.58,3713,3,101.18
2007,BEL,Honourable mention,12.95,3,3.559639931,82.93,231.58,3713,3,101.18
2007,BEL,NA,12.95,3,3.559639931,82.93,231.58,3713,3,101.18
2008,BEL,Silver medal,12.14,3,3.541300058,68.58,254.23,3702,3,98.38
2008,BEL,Bronze medal,12.14,3,3.541300058,68.58,254.23,3702,3,98.38
2008,BEL,Honourable mention,12.14,3,3.541300058,68.58,254.23,3702,3,98.38
2008,BEL,NA,12.14,3,3.541300058,68.58,254.23,3702,3,98.38
2008,BEL,NA,12.14,3,3.541300058,68.58,254.23,3702,3,98.38
2008,BEL,NA,12.14,3,3.541300058,68.58,254.23,3702,3,98.38
2009,BEL,Silver medal,10.02,3,3.551690102,66.34,238.83,3697,3,96.11
2009,BEL,Bronze medal,10.02,3,3.551690102,66.34,238.83,3697,3,96.11
2009,BEL,Bronze medal,10.02,3,3.551690102,66.34,238.83,3697,3,96.11
2009,BEL,NA,10.02,3,3.551690102,66.34,238.83,3697,3,96.11
2009,BEL,Honourable mention,10.02,3,3.551690102,66.34,238.83,3697,3,96.11
2009,BEL,NA,10.02,3,3.551690102,66.34,238.83,3697,3,96.11
2010,BEL,Honourable mention,12.24,3,3.580440044,68.9,232.36,3707,3,96.92
2010,BEL,Honourable mention,12.24,3,3.580440044,68.9,232.36,3707,3,96.92
2010,BEL,Honourable mention,12.24,3,3.580440044,68.9,232.36,3707,3,96.92
2010,BEL,Honourable mention,12.24,3,3.580440044,68.9,232.36,3707,3,96.92
2010,BEL,Honourable mention,12.24,3,3.580440044,68.9,232.36,3707,3,96.92
2010,BEL,Honourable mention,12.24,3,3.580440044,68.9,232.36,3707,3,96.92
2011,BEL,Bronze medal,14.5,3,3.614670038,66.68,228.46,3720,3,96.57
2011,BEL,Bronze medal,14.5,3,3.614670038,66.68,228.46,3720,3,96.57
2011,BEL,Bronze medal,14.5,3,3.614670038,66.68,228.46,3720,3,96.57
2011,BEL,Bronze medal,14.5,3,3.614670038,66.68,228.46,3720,3,96.57
2011,BEL,Honourable mention,14.5,3,3.614670038,66.68,228.46,3720,3,96.57
2011,BEL,NA,14.5,3,3.614670038,66.68,228.46,3720,3,96.57
2012,BEL,Silver medal,11.87,3,3.593460083,72.32,228.41,3715,3,98.95
2012,BEL,Silver medal,11.87,3,3.593460083,72.32,228.41,3715,3,98.95
2012,BEL,Bronze medal,11.87,3,3.593460083,72.32,228.41,3715,3,98.95
2012,BEL,Honourable mention,11.87,3,3.593460083,72.32,228.41,3715,3,98.95
2012,BEL,Honourable mention,11.87,3,3.593460083,72.32,228.41,3715,3,98.95
2012,BEL,NA,11.87,3,3.593460083,72.32,228.41,3715,3,98.95
2013,BEL,Silver medal,12.59,3,3.549200058,69.93,236.19,3733,3,99.59
2013,BEL,Bronze medal,12.59,3,3.549200058,69.93,236.19,3733,3,99.59
2013,BEL,Bronze medal,12.59,3,3.549200058,69.93,236.19,3733,3,99.59
2013,BEL,Honourable mention,12.59,3,3.549200058,69.93,236.19,3733,3,99.59
2013,BEL,Honourable mention,12.59,3,3.549200058,69.93,236.19,3733,3,99.59
2013,BEL,NA,12.59,3,3.549200058,69.93,236.19,3733,3,99.59
2014,BEL,Silver medal,12.05,3,3.54031992,76.14714285714285,230.47,3631.344827586207,3,98.84642857142858
2014,BEL,Honourable mention,12.05,3,3.54031992,76.14714285714285,230.47,3631.344827586207,3,98.84642857142858
2014,BEL,Honourable mention,12.05,3,3.54031992,76.14714285714285,230.47,3631.344827586207,3,98.84642857142858
2014,BEL,Honourable mention,12.05,3,3.54031992,76.14714285714285,230.47,3631.344827586207,3,98.84642857142858
2014,BEL,Honourable mention,12.05,3,3.54031992,76.14714285714285,230.47,3631.344827586207,3,98.84642857142858
2014,BEL,Honourable mention,12.05,3,3.54031992,76.14714285714285,230.47,3631.344827586207,3,98.84642857142858
2015,BEL,Silver medal,13.42,3,3.4209275074642855,76.14714285714285,243.45,3631.344827586207,3,98.84642857142858
2015,BEL,Honourable mention,13.42,3,3.4209275074642855,76.14714285714285,243.45,3631.344827586207,3,98.84642857142858
2015,BEL,Honourable mention,13.42,3,3.4209275074642855,76.14714285714285,243.45,3631.344827586207,3,98.84642857142858
2015,BEL,Honourable mention,13.42,3,3.4209275074642855,76.14714285714285,243.45,3631.344827586207,3,98.84642857142858
2015,BEL,NA,13.42,3,3.4209275074642855,76.14714285714285,243.45,3631.344827586207,3,98.84642857142858
2015,BEL,NA,13.42,3,3.4209275074642855,76.14714285714285,243.45,3631.344827586207,3,98.84642857142858
2016,BEL,Bronze medal,12.25,3,3.4209275074642855,76.14714285714285,243.17,3631.344827586207,3,98.84642857142858
2016,BEL,Bronze medal,12.25,3,3.4209275074642855,76.14714285714285,243.17,3631.344827586207,3,98.84642857142858
2016,BEL,Bronze medal,12.25,3,3.4209275074642855,76.14714285714285,243.17,3631.344827586207,3,98.84642857142858
2016,BEL,Honourable mention,12.25,3,3.4209275074642855,76.14714285714285,243.17,3631.344827586207,3,98.84642857142858
2016,BEL,NA,12.25,3,3.4209275074642855,76.14714285714285,243.17,3631.344827586207,3,98.84642857142858
2016,BEL,NA,12.25,3,3.4209275074642855,76.14714285714285,243.17,3631.344827586207,3,98.84642857142858
2017,BEL,Silver medal,13.18,3,3.4209275074642855,76.14714285714285,236.39,3631.344827586207,3,98.84642857142858
2017,BEL,Bronze medal,13.18,3,3.4209275074642855,76.14714285714285,236.39,3631.344827586207,3,98.84642857142858
2017,BEL,Bronze medal,13.18,3,3.4209275074642855,76.14714285714285,236.39,3631.344827586207,3,98.84642857142858
2017,BEL,Honourable mention,13.18,3,3.4209275074642855,76.14714285714285,236.39,3631.344827586207,3,98.84642857142858
2017,BEL,Honourable mention,13.18,3,3.4209275074642855,76.14714285714285,236.39,3631.344827586207,3,98.84642857142858
2017,BEL,NA,13.18,3,3.4209275074642855,76.14714285714285,236.39,3631.344827586207,3,98.84642857142858
1984,MAR,Bronze medal,3.13,5,1.110870004,11.65,31.42,2831,2,75.29
1984,MAR,NA,3.13,5,1.110870004,11.65,31.42,2831,2,75.29
1984,MAR,NA,3.13,5,1.110870004,11.65,31.42,2831,2,75.29
1984,MAR,NA,3.13,5,1.110870004,11.65,31.42,2831,2,75.29
1984,MAR,NA,3.13,5,1.110870004,11.65,31.42,2831,2,75.29
1984,MAR,NA,3.13,5,1.110870004,11.65,31.42,2831,2,75.29
1985,MAR,Bronze medal,3.63,5,1.162829995,11.06,30.07,2864,2,77.13
1985,MAR,Bronze medal,3.63,5,1.162829995,11.06,30.07,2864,2,77.13
1985,MAR,NA,3.63,5,1.162829995,11.06,30.07,2864,2,77.13
1985,MAR,NA,3.63,5,1.162829995,11.06,30.07,2864,2,77.13
1985,MAR,NA,3.63,5,1.162829995,11.06,30.07,2864,2,77.13
1985,MAR,NA,3.63,5,1.162829995,11.06,30.07,2864,2,77.13
1986,MAR,Silver medal,4.51,5,1.131819963,12.93,30.64,2984,2,80.35
1986,MAR,Bronze medal,4.51,5,1.131819963,12.93,30.64,2984,2,80.35
1986,MAR,Bronze medal,4.51,5,1.131819963,12.93,30.64,2984,2,80.35
1986,MAR,NA,4.51,5,1.131819963,12.93,30.64,2984,2,80.35
1986,MAR,NA,4.51,5,1.131819963,12.93,30.64,2984,2,80.35
1986,MAR,NA,4.51,5,1.131819963,12.93,30.64,2984,2,80.35
1987,MAR,Bronze medal,5.61,5,1.130360007,15.52,31.24,2970,2,81.95
1987,MAR,Bronze medal,5.61,5,1.130360007,15.52,31.24,2970,2,81.95
1987,MAR,Bronze medal,5.61,5,1.130360007,15.52,31.24,2970,2,81.95
1987,MAR,NA,5.61,5,1.130360007,15.52,31.24,2970,2,81.95
1987,MAR,NA,5.61,5,1.130360007,15.52,31.24,2970,2,81.95
1987,MAR,NA,5.61,5,1.130360007,15.52,31.24,2970,2,81.95
1988,MAR,Bronze medal,5.72,5,1.112900019,16.54,34.37,3049,2,83.37
1988,MAR,Bronze medal,5.72,5,1.112900019,16.54,34.37,3049,2,83.37
1988,MAR,Honourable mention,5.72,5,1.112900019,16.54,34.37,3049,2,83.37
1988,MAR,NA,5.72,5,1.112900019,16.54,34.37,3049,2,83.37
1988,MAR,NA,5.72,5,1.112900019,16.54,34.37,3049,2,83.37
1988,MAR,NA,5.72,5,1.112900019,16.54,34.37,3049,2,83.37
1989,MAR,Bronze medal,5.85,5,1.136669993,18.74,35.13,2994,2,81.87
1989,MAR,Honourable mention,5.85,5,1.136669993,18.74,35.13,2994,2,81.87
1989,MAR,Honourable mention,5.85,5,1.136669993,18.74,35.13,2994,2,81.87
1989,MAR,Honourable mention,5.85,5,1.136669993,18.74,35.13,2994,2,81.87
1989,MAR,NA,5.85,5,1.136669993,18.74,35.13,2994,2,81.87
1989,MAR,NA,5.85,5,1.136669993,18.74,35.13,2994,2,81.87
1990,MAR,Silver medal,6.06,5,1.131989956,18.96,33.66,3093,2,87.04
1990,MAR,NA,6.06,5,1.131989956,18.96,33.66,3093,2,87.04
1990,MAR,NA,6.06,5,1.131989956,18.96,33.66,3093,2,87.04
1990,MAR,NA,6.06,5,1.131989956,18.96,33.66,3093,2,87.04
1990,MAR,NA,6.06,5,1.131989956,18.96,33.66,3093,2,87.04
1991,MAR,Bronze medal,5.83,5,1.162799954,18.7,33.99,3072,2,86.28
1991,MAR,Honourable mention,5.83,5,1.162799954,18.7,33.99,3072,2,86.28
1991,MAR,Honourable mention,5.83,5,1.162799954,18.7,33.99,3072,2,86.28
1991,MAR,Honourable mention,5.83,5,1.162799954,18.7,33.99,3072,2,86.28
1991,MAR,Honourable mention,5.83,5,1.162799954,18.7,33.99,3072,2,86.28
1991,MAR,NA,5.83,5,1.162799954,18.7,33.99,3072,2,86.28
1992,MAR,NA,6.08,5,1.127810001,19,34.51,2902,2,79.1
1992,MAR,Honourable mention,6.08,5,1.127810001,19,34.51,2902,2,79.1
1992,MAR,NA,6.08,5,1.127810001,19,34.51,2902,2,79.1
1992,MAR,NA,6.08,5,1.127810001,19,34.51,2902,2,79.1
1992,MAR,Honourable mention,6.08,5,1.127810001,19,34.51,2902,2,79.1
1992,MAR,NA,6.08,5,1.127810001,19,34.51,2902,2,79.1
1993,MAR,Bronze medal,6.21,5,1.124879956,18.23,29.62,2878,2,77.05
1993,MAR,Honourable mention,6.21,5,1.124879956,18.23,29.62,2878,2,77.05
1993,MAR,Honourable mention,6.21,5,1.124879956,18.23,29.62,2878,2,77.05
1993,MAR,NA,6.21,5,1.124879956,18.23,29.62,2878,2,77.05
1993,MAR,NA,6.21,5,1.124879956,18.23,29.62,2878,2,77.05
1993,MAR,NA,6.21,5,1.124879956,18.23,29.62,2878,2,77.05
1994,MAR,Bronze medal,6.2,5,1.148450017,17.9,31.17,3000,2,81.6
1994,MAR,Bronze medal,6.2,5,1.148450017,17.9,31.17,3000,2,81.6
1994,MAR,Honourable mention,6.2,5,1.148450017,17.9,31.17,3000,2,81.6
1994,MAR,Honourable mention,6.2,5,1.148450017,17.9,31.17,3000,2,81.6
1994,MAR,Honourable mention,6.2,5,1.148450017,17.9,31.17,3000,2,81.6
1994,MAR,Honourable mention,6.2,5,1.148450017,17.9,31.17,3000,2,81.6
1995,MAR,Silver medal,6.22,5,1.186730027,18.73,33.1,2952,2,77.9
1995,MAR,Bronze medal,6.22,5,1.186730027,18.73,33.1,2952,2,77.9
1995,MAR,Bronze medal,6.22,5,1.186730027,18.73,33.1,2952,2,77.9
1995,MAR,Bronze medal,6.22,5,1.186730027,18.73,33.1,2952,2,77.9
1995,MAR,Bronze medal,6.22,5,1.186730027,18.73,33.1,2952,2,77.9
1995,MAR,Honourable mention,6.22,5,1.186730027,18.73,33.1,2952,2,77.9
1996,MAR,Bronze medal,6.07,5,1.229480028,18.56,29.33,3089,2,83.46
1996,MAR,NA,6.07,5,1.229480028,18.56,29.33,3089,2,83.46
1996,MAR,NA,6.07,5,1.229480028,18.56,29.33,3089,2,83.46
1996,MAR,NA,6.07,5,1.229480028,18.56,29.33,3089,2,83.46
1996,MAR,NA,6.07,5,1.229480028,18.56,29.33,3089,2,83.46
1996,MAR,NA,6.07,5,1.229480028,18.56,29.33,3089,2,83.46
1997,MAR,NA,6.17,5,1.252740026,20.42,37.76,3097,2,83
1997,MAR,Honourable mention,6.17,5,1.252740026,20.42,37.76,3097,2,83
1997,MAR,Honourable mention,6.17,5,1.252740026,20.42,37.76,3097,2,83
1997,MAR,NA,6.17,5,1.252740026,20.42,37.76,3097,2,83
1997,MAR,NA,6.17,5,1.252740026,20.42,37.76,3097,2,83
1997,MAR,NA,6.17,5,1.252740026,20.42,37.76,3097,2,83
1998,MAR,Honourable mention,5.4,4,1.311480045,19.61,32.04,3152,3,83.61
1998,MAR,Honourable mention,5.4,4,1.311480045,19.61,32.04,3152,3,83.61
1998,MAR,Honourable mention,5.4,4,1.311480045,19.61,32.04,3152,3,83.61
1998,MAR,NA,5.4,4,1.311480045,19.61,32.04,3152,3,83.61
1998,MAR,NA,5.4,4,1.311480045,19.61,32.04,3152,3,83.61
1998,MAR,NA,5.4,4,1.311480045,19.61,32.04,3152,3,83.61
1999,MAR,Bronze medal,7.29,4,1.212820053,21.37,33.23,3077,2,83.12
1999,MAR,Honourable mention,7.29,4,1.212820053,21.37,33.23,3077,2,83.12
1999,MAR,NA,7.29,4,1.212820053,21.37,33.23,3077,2,83.12
1999,MAR,NA,7.29,4,1.212820053,21.37,33.23,3077,2,83.12
1999,MAR,NA,7.29,4,1.212820053,21.37,33.23,3077,2,83.12
1999,MAR,NA,7.29,4,1.212820053,21.37,33.23,3077,2,83.12
2000,MAR,Bronze medal,6.92,4,1.21370995,20.95,33.57,3063,2,81.56
2000,MAR,Honourable mention,6.92,4,1.21370995,20.95,33.57,3063,2,81.56
2000,MAR,Honourable mention,6.92,4,1.21370995,20.95,33.57,3063,2,81.56
2000,MAR,NA,6.92,4,1.21370995,20.95,33.57,3063,2,81.56
2000,MAR,NA,6.92,4,1.21370995,20.95,33.57,3063,2,81.56
2000,MAR,NA,6.92,4,1.21370995,20.95,33.57,3063,2,81.56
2001,MAR,Bronze medal,6.85,4,1.145349979,21.03,33.87,3117,2,84.86
2001,MAR,Honourable mention,6.85,4,1.145349979,21.03,33.87,3117,2,84.86
2001,MAR,Honourable mention,6.85,4,1.145349979,21.03,33.87,3117,2,84.86
2001,MAR,NA,6.85,4,1.145349979,21.03,33.87,3117,2,84.86
2001,MAR,NA,6.85,4,1.145349979,21.03,33.87,3117,2,84.86
2001,MAR,NA,6.85,4,1.145349979,21.03,33.87,3117,2,84.86
2002,MAR,Bronze medal,6.72,4,1.154109955,22.12,38.75,3154,2,87.12
2002,MAR,Honourable mention,6.72,4,1.154109955,22.12,38.75,3154,2,87.12
2002,MAR,NA,6.72,4,1.154109955,22.12,38.75,3154,2,87.12
2002,MAR,NA,6.72,4,1.154109955,22.12,38.75,3154,2,87.12
2002,MAR,NA,6.72,4,1.154109955,22.12,38.75,3154,2,87.12
2002,MAR,NA,6.72,4,1.154109955,22.12,38.75,3154,2,87.12
2003,MAR,Honourable mention,6.52,4,1.118499994,22.34,37.26,3203,2,88.2
2003,MAR,Honourable mention,6.52,4,1.118499994,22.34,37.26,3203,2,88.2
2003,MAR,Honourable mention,6.52,4,1.118499994,22.34,37.26,3203,2,88.2
2003,MAR,Honourable mention,6.52,4,1.118499994,22.34,37.26,3203,2,88.2
2003,MAR,Honourable mention,6.52,4,1.118499994,22.34,37.26,3203,2,88.2
2003,MAR,NA,6.52,4,1.118499994,22.34,37.26,3203,2,88.2
2004,MAR,Bronze medal,6.51,4,1.128250003,22.12,38.33,3263,2,90.06
2004,MAR,Bronze medal,6.51,4,1.128250003,22.12,38.33,3263,2,90.06
2004,MAR,Bronze medal,6.51,4,1.128250003,22.12,38.33,3263,2,90.06
2004,MAR,Honourable mention,6.51,4,1.128250003,22.12,38.33,3263,2,90.06
2004,MAR,Honourable mention,6.51,4,1.128250003,22.12,38.33,3263,2,90.06
2004,MAR,Honourable mention,6.51,4,1.128250003,22.12,38.33,3263,2,90.06
2005,MAR,Honourable mention,6.45,4,1.161900043,24.27,38.91,3206,2,88.73
2005,MAR,NA,6.45,4,1.161900043,24.27,38.91,3206,2,88.73
2005,MAR,NA,6.45,4,1.161900043,24.27,38.91,3206,2,88.73
2005,MAR,NA,6.45,4,1.161900043,24.27,38.91,3206,2,88.73
2005,MAR,NA,6.45,4,1.161900043,24.27,38.91,3206,2,88.73
2005,MAR,NA,6.45,4,1.161900043,24.27,38.91,3206,2,88.73
2006,MAR,Honourable mention,6.62,4,1.203150034,24.75,40.93,3271,2,92.53
2006,MAR,Honourable mention,6.62,4,1.203150034,24.75,40.93,3271,2,92.53
2006,MAR,Honourable mention,6.62,4,1.203150034,24.75,40.93,3271,2,92.53
2006,MAR,Honourable mention,6.62,4,1.203150034,24.75,40.93,3271,2,92.53
2006,MAR,NA,6.62,4,1.203150034,24.75,40.93,3271,2,92.53
2006,MAR,NA,6.62,4,1.203150034,24.75,40.93,3271,2,92.53
2007,MAR,Honourable mention,7.12,4,1.217139959,25.4,45.88,3251,2,89.5
2007,MAR,Honourable mention,7.12,4,1.217139959,25.4,45.88,3251,2,89.5
2007,MAR,NA,7.12,4,1.217139959,25.4,45.88,3251,2,89.5
2007,MAR,NA,7.12,4,1.217139959,25.4,45.88,3251,2,89.5
2007,MAR,NA,7.12,4,1.217139959,25.4,45.88,3251,2,89.5
2007,MAR,NA,7.12,4,1.217139959,25.4,45.88,3251,2,89.5
2008,MAR,Bronze medal,4.94,4,1.162690043,28.15,45.65,3271,2,90.41
2008,MAR,Honourable mention,4.94,4,1.162690043,28.15,45.65,3271,2,90.41
2008,MAR,NA,4.94,4,1.162690043,28.15,45.65,3271,2,90.41
2008,MAR,NA,4.94,4,1.162690043,28.15,45.65,3271,2,90.41
2008,MAR,Honourable mention,4.94,4,1.162690043,28.15,45.65,3271,2,90.41
2008,MAR,NA,4.94,4,1.162690043,28.15,45.65,3271,2,90.41
2009,MAR,NA,5.03,4,1.258129954,30.43,47.57,3293,2,91.8
2009,MAR,NA,5.03,4,1.258129954,30.43,47.57,3293,2,91.8
2009,MAR,NA,5.03,4,1.258129954,30.43,47.57,3293,2,91.8
2009,MAR,NA,5.03,4,1.258129954,30.43,47.57,3293,2,91.8
2009,MAR,NA,5.03,4,1.258129954,30.43,47.57,3293,2,91.8
2009,MAR,NA,5.03,4,1.258129954,30.43,47.57,3293,2,91.8
2010,MAR,Bronze medal,6.07,4,1.170529962,32.76,49.03,3294,2,94.68
2010,MAR,Honourable mention,6.07,4,1.170529962,32.76,49.03,3294,2,94.68
2010,MAR,Honourable mention,6.07,4,1.170529962,32.76,49.03,3294,2,94.68
2010,MAR,Honourable mention,6.07,4,1.170529962,32.76,49.03,3294,2,94.68
2010,MAR,NA,6.07,4,1.170529962,32.76,49.03,3294,2,94.68
2010,MAR,NA,6.07,4,1.170529962,32.76,49.03,3294,2,94.68
2011,MAR,Silver medal,6.57,4,1.169826718259887,34.38,55.95,3349,2,96.52
2011,MAR,Bronze medal,6.57,4,1.169826718259887,34.38,55.95,3349,2,96.52
2011,MAR,Honourable mention,6.57,4,1.169826718259887,34.38,55.95,3349,2,96.52
2011,MAR,Honourable mention,6.57,4,1.169826718259887,34.38,55.95,3349,2,96.52
2011,MAR,NA,6.57,4,1.169826718259887,34.38,55.95,3349,2,96.52
2011,MAR,NA,6.57,4,1.169826718259887,34.38,55.95,3349,2,96.52
2012,MAR,Bronze medal,6.59,4,1.152959943,34.31,60.23,3366,2,96.3
2012,MAR,Bronze medal,6.59,4,1.152959943,34.31,60.23,3366,2,96.3
2012,MAR,NA,6.59,4,1.152959943,34.31,60.23,3366,2,96.3
2012,MAR,NA,6.59,4,1.152959943,34.31,60.23,3366,2,96.3
2012,MAR,NA,6.59,4,1.152959943,34.31,60.23,3366,2,96.3
2013,MAR,Honourable mention,6.68,4,1.126420021,35.02,54.68,3403,2,97.93
2013,MAR,NA,6.68,4,1.126420021,35.02,54.68,3403,2,97.93
2013,MAR,NA,6.68,4,1.126420021,35.02,54.68,3403,2,97.93
2013,MAR,NA,6.68,4,1.126420021,35.02,54.68,3403,2,97.93
2013,MAR,NA,6.68,4,1.126420021,35.02,54.68,3403,2,97.93
2014,MAR,Honourable mention,6.17,4,1.190979958,21.73677966101695,51.44,3114.045197740113,2,85.60819209039548
2014,MAR,Honourable mention,6.17,4,1.190979958,21.73677966101695,51.44,3114.045197740113,2,85.60819209039548
2014,MAR,Honourable mention,6.17,4,1.190979958,21.73677966101695,51.44,3114.045197740113,2,85.60819209039548
2014,MAR,Honourable mention,6.17,4,1.190979958,21.73677966101695,51.44,3114.045197740113,2,85.60819209039548
2014,MAR,NA,6.17,4,1.190979958,21.73677966101695,51.44,3114.045197740113,2,85.60819209039548
2014,MAR,NA,6.17,4,1.190979958,21.73677966101695,51.44,3114.045197740113,2,85.60819209039548
2015,MAR,Honourable mention,6.39,4,1.169826718259887,21.73677966101695,52.51,3114.045197740113,2,85.60819209039548
2015,MAR,NA,6.39,4,1.169826718259887,21.73677966101695,52.51,3114.045197740113,2,85.60819209039548
2015,MAR,NA,6.39,4,1.169826718259887,21.73677966101695,52.51,3114.045197740113,2,85.60819209039548
2015,MAR,NA,6.39,4,1.169826718259887,21.73677966101695,52.51,3114.045197740113,2,85.60819209039548
2015,MAR,NA,6.39,4,1.169826718259887,21.73677966101695,52.51,3114.045197740113,2,85.60819209039548
2015,MAR,NA,6.39,4,1.169826718259887,21.73677966101695,52.51,3114.045197740113,2,85.60819209039548
2016,MAR,Bronze medal,6.04,4,1.169826718259887,21.73677966101695,53.25,3114.045197740113,2,85.60819209039548
2016,MAR,Honourable mention,6.04,4,1.169826718259887,21.73677966101695,53.25,3114.045197740113,2,85.60819209039548
2016,MAR,Honourable mention,6.04,4,1.169826718259887,21.73677966101695,53.25,3114.045197740113,2,85.60819209039548
2016,MAR,NA,6.04,4,1.169826718259887,21.73677966101695,53.25,3114.045197740113,2,85.60819209039548
2016,MAR,NA,6.04,4,1.169826718259887,21.73677966101695,53.25,3114.045197740113,2,85.60819209039548
2016,MAR,NA,6.04,4,1.169826718259887,21.73677966101695,53.25,3114.045197740113,2,85.60819209039548
2017,MAR,Bronze medal,6.79,4.425641025641026,1.169826718259887,21.73677966101695,52.58,3114.045197740113,2.0307692307692307,85.60819209039548
2017,MAR,Honourable mention,6.79,4.425641025641026,1.169826718259887,21.73677966101695,52.58,3114.045197740113,2.0307692307692307,85.60819209039548
2017,MAR,Honourable mention,6.79,4.425641025641026,1.169826718259887,21.73677966101695,52.58,3114.045197740113,2.0307692307692307,85.60819209039548
2017,MAR,Honourable mention,6.79,4.425641025641026,1.169826718259887,21.73677966101695,52.58,3114.045197740113,2.0307692307692307,85.60819209039548
2017,MAR,Honourable mention,6.79,4.425641025641026,1.169826718259887,21.73677966101695,52.58,3114.045197740113,2.0307692307692307,85.60819209039548
2017,MAR,NA,6.79,4.425641025641026,1.169826718259887,21.73677966101695,52.58,3114.045197740113,2.0307692307692307,85.60819209039548
1984,CUB,Bronze medal,9.87,5,0.681200027,37.24,156.2,3124,1,73.5
1984,CUB,NA,9.87,5,0.681200027,37.24,156.2,3124,1,73.5
1984,CUB,NA,9.87,5,0.681200027,37.24,156.2,3124,1,73.5
1984,CUB,NA,9.87,5,0.681200027,37.24,156.2,3124,1,73.5
1984,CUB,NA,9.87,5,0.681200027,37.24,156.2,3124,1,73.5
1984,CUB,NA,9.87,5,0.681200027,37.24,156.2,3124,1,73.5
1985,CUB,Bronze medal,9.65,5,0.757780015,38.6,159.63,3129,1,75.56
1985,CUB,Bronze medal,9.65,5,0.757780015,38.6,159.63,3129,1,75.56
1985,CUB,NA,9.65,5,0.757780015,38.6,159.63,3129,1,75.56
1985,CUB,NA,9.65,5,0.757780015,38.6,159.63,3129,1,75.56
1985,CUB,NA,9.65,5,0.757780015,38.6,159.63,3129,1,75.56
1985,CUB,NA,9.65,5,0.757780015,38.6,159.63,3129,1,75.56
1986,CUB,NA,9.47,5,0.787609994,37.82,154.79,3077,1,72.51
1986,CUB,NA,9.47,5,0.787609994,37.82,154.79,3077,1,72.51
1986,CUB,NA,9.47,5,0.787609994,37.82,154.79,3077,1,72.51
1986,CUB,NA,9.47,5,0.787609994,37.82,154.79,3077,1,72.51
1986,CUB,NA,9.47,5,0.787609994,37.82,154.79,3077,1,72.51
1986,CUB,NA,9.47,5,0.787609994,37.82,154.79,3077,1,72.51
1987,CUB,Bronze medal,9.35,5,0.806140006,36.44,150.42,3078,1,72.6
1987,CUB,Bronze medal,9.35,5,0.806140006,36.44,150.42,3078,1,72.6
1987,CUB,NA,9.35,5,0.806140006,36.44,150.42,3078,1,72.6
1987,CUB,NA,9.35,5,0.806140006,36.44,150.42,3078,1,72.6
1987,CUB,NA,9.35,5,0.806140006,36.44,150.42,3078,1,72.6
1987,CUB,NA,9.35,5,0.806140006,36.44,150.42,3078,1,72.6
1988,CUB,NA,8.92,5,0.946950018,37.58,150.42,2990,1,72.21
1988,CUB,Honourable mention,8.92,5,0.946950018,37.58,150.42,2990,1,72.21
1988,CUB,NA,8.92,5,0.946950018,37.58,150.42,2990,1,72.21
1988,CUB,NA,8.92,5,0.946950018,37.58,150.42,2990,1,72.21
1988,CUB,NA,8.92,5,0.946950018,37.58,150.42,2990,1,72.21
1988,CUB,NA,8.92,5,0.946950018,37.58,150.42,2990,1,72.21
1989,CUB,Bronze medal,9.01,5,0.943759978,40.11,152.29,3008,1,72.54
1989,CUB,Honourable mention,9.01,5,0.943759978,40.11,152.29,3008,1,72.54
1989,CUB,Honourable mention,9.01,5,0.943759978,40.11,152.29,3008,1,72.54
1989,CUB,NA,9.01,5,0.943759978,40.11,152.29,3008,1,72.54
1989,CUB,Honourable mention,9.01,5,0.943759978,40.11,152.29,3008,1,72.54
1989,CUB,NA,9.01,5,0.943759978,40.11,152.29,3008,1,72.54
1990,CUB,Bronze medal,10.35,5,0.902440012,39.55,133.45,2920,1,68.4
1990,CUB,NA,10.35,5,0.902440012,39.55,133.45,2920,1,68.4
1990,CUB,Honourable mention,10.35,5,0.902440012,39.55,133.45,2920,1,68.4
1990,CUB,NA,10.35,5,0.902440012,39.55,133.45,2920,1,68.4
1990,CUB,NA,10.35,5,0.902440012,39.55,133.45,2920,1,68.4
1990,CUB,NA,10.35,5,0.902440012,39.55,133.45,2920,1,68.4
1991,CUB,Bronze medal,10.86,5,1.014889956,33.75,126.81,2736,1,62.59
1991,CUB,Bronze medal,10.86,5,1.014889956,33.75,126.81,2736,1,62.59
1991,CUB,Honourable mention,10.86,5,1.014889956,33.75,126.81,2736,1,62.59
1991,CUB,Honourable mention,10.86,5,1.014889956,33.75,126.81,2736,1,62.59
1991,CUB,NA,10.86,5,1.014889956,33.75,126.81,2736,1,62.59
1991,CUB,NA,10.86,5,1.014889956,33.75,126.81,2736,1,62.59
1992,CUB,Honourable mention,8.86,5,0.871659994,23.51,93.53,2503,1,56.27
1992,CUB,NA,8.86,5,0.871659994,23.51,93.53,2503,1,56.27
1992,CUB,NA,8.86,5,0.871659994,23.51,93.53,2503,1,56.27
